NID,BEH_NUM,NOM,KOLSAMPLE,DATA_REC,AUT_REC,NAZ,SPUT,AGE,STR,GEOGRAPHY,SIZE1,SIZE2,SIZE3,WEIGHT,PRESERV,PREPAR,NAME_KOL,NOM_KOL,NAME_KAT,NOM_KAT,AUT_FIND,AGE_FIND,FAMIL_DEL,YEAR_DEL,DESCR,LITERAT,LON,LAT
39783,0006-498,11407,1,2008,Матюшин Л.В.,Известковый туф,Арагонит,,Чехия,Карловы-Вары,11,7,2,,хорошая,,Разумовский,0485,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Плитка коричневая широкополосчатого строения. Средняя полоса около 2-х см наиболее темная и граничит с более светлыми полосками, одна из которых темная а другая, более светлая, тонкополосчатая.",,12.867441,50.230917
39784,0006-520,30451,1,2008,Матюшин Л.В.,Азурит,Малахит,,Россия,"Алтай, Клеопинский рудн.",10,7,5,,хорошая,,Разумовский,424,,,Разумовский А.К.,до 1822,"Молошников,МГРИ",1858,"Плитка неправильной формы с почти прямугольным сечением. Образец состоит из азурита в виде пленок, корок и прожилков в ассоциации с малахитом. Есть так же вкрапленность халькопирита с побежалостью и медные минералы зоны вторичного обогащения. Образец тяжелый.",,87.015454,50.73624
39785,0006-513,13040,1,2008,Матюшин Л.В.,Лимонит,,,Венгрия,,9,8,4.5,,хорошая,,Разумовский,86-89?,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Массивные черный образец, на поверхности которого - натечная корка из почковидных блестящих образований. По трещинам - ржавые пленки.",,19.136325,47.161627
39786,0006-508,9326,1,2008,Матюшин Л.В.,Гематит,,,Италия,о-в Эльба,9,5,5,,хорошая,,Разумовский,90-94,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Кавернозный агрегат из пластинчатых кристаллов, местами покрытых рыжей пленкой.",,10.287516,42.778671
39787,0006-0523,40787,1,2008,Матюшин Л.В.,Гипс,,,Чехия,Моравия,17,8,3,,хорошая,,Разумовский,375,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Образец уплощенной формы: на среднезернистом массивном гипсе - прекрасные таблитчатые образования тонковолокнистого строения. На противоположной стороне - глинистая пленка.,,15.52791,49.803795
39788,0006-504,8839,1,2008,Матюшин Л.В.,Куприт,Малахит,,Россия,"Урал, Гумешевский рудник",5.5,4,2.5,,хорошая,,Разумовский,108-109,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Агрегат из октаэдрических кристаллов (до 6-и мм) черного цвета с красноватым оттенком и с алмазным блеском. На краю образца - корка натечного малахита. Есть белый глиноподобный минерал в виде примазок.,,60.564955,56.975804
39789,0006-512,13038,1,2008,Матюшин Л.В.,Лимонит,,,Венгрия,,9,9,5,,хорошая,,Разумовский,86-89,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Натечный массивный агрегат лимонита причудливой формы с белесыми натеками.,,19.136325,47.161627
39790,0006-509,9388,1,2008,Матюшин Л.В.,Гематит,,,Чехия,Роттенберг,7.5,5,4,,хорошая,,Разумовский,?,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Почковидный агрегат тонкодисперсного гематита красновато-бурого цвета (красная стеклянная голова). В каталоге Щуровского такого образца нет.,,15.52791,49.803795
39791,0006-517,17152,1,2008,Матюшин Л.В.,Кермезит,Кварц,,Германия,"Саксония, Шнееберг",8,6.5,4.5,,хорошая,,Разумовский,?,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Образец неправильной формы и с одной относительно ровной поверхностью, на которой выделяются радиально-лучистые агрегаты длиной до 1.5 см вишнево-ерасного цвета, образованные из тонкоигольчатых кристаллов. Основная масса образца сложена среднезернистым белым кварцем с мелкими включениями кермезита. Образец в каталоге Щуровского не значится.",,13.52163,50.9281
39792,0006-505,9252,1,2008,Матюшин Л.В.,Гематит,Кварц,,Германия,"Гарц, Крипенберг",9,6,4.5,,хорошая,,Разумовский,95-96,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Чешуйчатый агрегат черного гематита, переходящий в железную слюдку. В центральной части образца - щелевидная полость с друзой бесцветных кристаллов кварца размером до 1 см. Железная слюдка преимущественно развита там, где наблюдается свободное пространство.",,10.916022,51.812754
39793,0006-0521,36996,1,2008,Матюшин Л.В.,Хризоколла,,,Россия,"Ср.Урал, Богословский окр., Подходяшинский рудн.",9,6.5,5.5,,хорошая,,Разумовский,0111,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Опаловидный массивный агрегат с выделениями зеленого цвета в виде примазок и с глинистой коркой толщиной до 1 см.,,,
39794,0006-0522,39782,1,2008,Матюшин Л.В.,Барит,,,Германия,"Саксония, Фрайберг",9,9,7,,хорошая,,Разумовский,365-366,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Изометричный образец, одна из сторон которого имеет седловидную форму: пористая белесая масса с группами призматических крупных тонких до почти игольчатых бесцветных кристаллов с перламутровым блеском.",,13.340799,50.914518
39795,0006-515,14086,1,2008,Матюшин Л.В.,Родохрозит,,,Румыния,Сэкэрымб,13,9,2.5,,хорошая,,Разумовский,355,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Четырехугольная плитка, одна из поверхностей которой ровная и белесая, а противоположная - бугорчатая. Бугорки островерхие и ориентированы в основном поперек поверхности образца. В подложке - черные пленки гидрокисдов марганца.",,24.302788,45.942138
39796,0006-516,14091,1,2008,Матюшин Л.В.,Родохрозит,Пиролюзит,,Румыния,Бая-де-Арьеш,11,9,3,,хорошая,,Разумовский,0350,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Почти квадратной формы образец, срезанный и отполированный с одной стороны. Массивная полосчатая марганцевая руда, сложенная серовато-розовыми полосами родохрозита и черными кокардовыми полосами пиролюзита, центральную часть которых слагает кальцит. Черные образования пиролюзита в виде линз и вкрапленности развиты так же и в родохрозите. Серые полосы, сложенные кварцем, тоже обогащены пиролюзитом.",,24.302788,45.942138
39797,0006-519,20129,1,2008,Матюшин Л.В.,Киноварь,,,Словения,Идрия,9,7,4.5,,хорошая,,Разумовский,128-134,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Сплошная черно-красная масса с зеркалами скольжения.,,14.018309,45.999677
39798,0006-0524,57467,1,2008,Матюшин Л.В.,Лимонит по сидериту,,,Австрия,"Каринтия, Хюттенбах",8,6,5,,хорошая,,Разумовский,387-391,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Друза черепитчатого строения с размером кристаллов до 1.5 см. Кристаллы сидерита замещены буро-черным лимонитом. Подошва друзы покрыта белесым налетом.,,13.938871,46.75179
39799,0006-511,12736,1,2008,Матюшин Л.В.,Пиролюзит,,,Германия,Палатинат,9,7,6,,хорошая,,Разумовский,76-78,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Образец клиновидной формы: черная кавернозная масса с участками стально-серого цвета. Наряду с мелкими кристаллами есть оолитовые и трубковидные образования. Точная привязка не ясна, хотя на этикеткахМГУ,  МГРИ и в каталоге Щуровского указано Guttenbuch, на круглой наклейке Разумовского - ...tberg Palat.",,10.551692,51.228764
39800,0006-507,9263,1,2008,Матюшин Л.В.,Гематит,Халькопирит,,Германия,"Саксония, Фрайберг",12,7,5,,хорошая,,Разумовский,98-99,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Образец сложен буровато-коричневой массой (карбонат?) с гнездами белого кварца и с крупнопластинчатыми выделениями железной слюдки толщиной д 2-х мм.,,13.340799,50.914518
39801,0006-506,9253,1,2008,Матюшин Л.В.,Гематит,Кварц,,Германия,"Гарц, Крипенберг",9,7,5,,хорошая,,Разумовский,95-96,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"В почковидной массе красного железняка - жеода крестообразной формы 4.5х3 см, окаймленная плотной массой гематита. Стенкни жеоды выполнены кристаллами бесцветного кварца и железного блеска.",,10.916022,51.812754
39802,0006-0502,2292,1,2008,Матюшин Л.В.,Сфалерит,Кварц,,Румыния,Кавник,13.5,9,2,,хорошая,,Разумовский,117-118,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Щетка крупных (до 1.5 см) кристаллов сфалерита в мелкокристаллическом агрегате кварца (до 2-3 мм) с отдельными пластинками гипса до 1 см.,,23.8774,47.660836
39803,0006-0503,2541,1,2008,Матюшин Л.В.,Киноварь,,,Германия,"Верхний Пфальц, Штальберг",13,7,3,,хорошая,,Разумовский,143,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Брекчиевидная масса с обломками черно-красного цвета. Отдельные участки покрыты белесой пленкой.,,7.229974,50.806926
39804,0006-518,19941,1,2008,Матюшин Л.В.,Медь,,,Россия,"Урал, Турьинские рудники, Походящинский рудн.",7.5,5,3.5,,хорошая,,Разумовский,19-22,,,Разумовский А.К.,до 1822,"Молошников,МГРИ",1858,Образец клтновидной формы - листоватые образования меди на интенсивно измененной карбонатной породе с мелкой вкрапленностью меди.,,,
39805,0006-514,13569,1,2008,Матюшин Л.В.,Гематит,,,Россия,"Урал, Собакино",11,7,6,,хорошая,,Разумовский,81-85,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Брусок с ромбовидным сечением: черная, участками блестящая масса, фрагмент 'красной стеклянной головы' волокнистого строения, на одной боковой поверхности - кварцевое гнездо 2.5х1.5 см.",,66.023101,55.840391
39806,0006-0501,1805,1,2008,Матюшин Л.В.,Галенит,,,Чехия,Пршибрам,4,3.5,3,,хорошая,,Разумовский,?,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Сросток кубических кристаллов черного цвета до 1.5 см. На одной стороне образца - чашеобразное углубление. В каталоге Щуровского образец не числится.,,14.008598,49.688999
39807,0006-510,12433,1,2008,Матюшин Л.В.,Касситерит,Кварц,,Германия,"Саксония, Альтенберг",7,5,4.5,,хорошая,,Разумовский,145,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Черные кристаллы касситерита (до 1.5 см) среди кристаллов серого кварца (до 2 см), образующих друзу, в которой касситерит занимает около четверти объема. Кварц и касситерит слагают обособленные агрегаты.",,13.754563,50.765646
39808,0006-0534,62981,1,2008,Матюшин Л.В.,Гранит - рапакиви,,,Швеция,,7.4,7.4,1,,хорошая,,Разумовский,443,,,Разумовский А.К.,до 1822,Молошников,1858,"Квадратная гранитная плитка с полированной поверхностью среза,толщиной 5 мм, наклеенная на черную шиферную плитку.",,15.088463,62.113107
39809,0006-0533,62982,1,2008,Матюшин Л.В.,Слюдисто-кварцевая порода,,,Италия,,7.5,7.5,0.5,,хорошая,,Разумовский,441,,,Разумовский А.К.,до 1822,Молошников,1858,Квадратная плитка: на белом кварцевом фоне - единичные вкрапления и скопления черного цвета. В каталоге Щуровского под номером 441 гранит из Швеции.,,10.349284,44.954457
39810,0006-0528,6564,1,2008,Матюшин Л.В.,Альбит,,,Франция,Дофинэ,9,6,3,,хорошая,,Разумовский,326,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Друзовидная щетка бесцветных пластинчатых кристаллов (до 1х0.3 см) на светлой измененной породе.,,-2.399463,48.301069
39811,0006-0527,2746,1,2008,Матюшин Л.В.,Никелин,Кобальтин,,Австрия,"Штирия, Шладминг",10,9,5,,хорошая,,Разумовский,27,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Брусок с квадратным сечением: плотная серая массивная руда с отдельными линейно вытянутыми кавернами и прожилковидными полосами красновато-медного никелина и с реликтами вмещающих серпентинитов,,13.686687,47.393768
39812,0006-531,14085,1,2008,Матюшин Л.В.,Родохрозит,,,Румыния,Сэкэрымб,13,10,6,,хорошая,,Разумовский,354,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Брусок ромбовидной формы: плотная кавернозная масса бледно-розового цвета. На одной стороне образца - почковидные скорлуповатые образования диаметром до 1 см.,,24.302788,45.942138
39813,0006-0525,2573,1,2008,Матюшин Л.В.,Киноварь,,,Словения,Идрия,7,6,4,,хорошая,,Разумовский,128-134,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Четурехугольный брусок сплошной массивной киноварной руды,,14.018309,45.999677
39814,0006-0526,2574,1,2008,Матюшин Л.В.,Киноварь,Сланец глинистый,,Словения,Идрия,14,9,2,,средняя,,Разумовский,138-139,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"образец остроугольной формы с одной округлой поверхностью: выделяется плоскость скольжения, сложенная красной киноварью. В черном сланце - красные тонкие непротяженные, чаще согласные, прожилки. На краю образца - трещина, по которой может расколоться образец.",,14.018309,45.999677
39815,0006-529,9307,1,2008,Матюшин Л.В.,Гематит,,,Италия,о-в Эльба,10,8,4.5,,хорошая,,Разумовский,90-94,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Образец с треугольным сечением: в мелкозернистой массе гематита - крупные (до 2 см) пластинчатые кристаллы с радужным металлическим блеском, приуроченные к пустотам. Местами развиты белесые пленки.",,10.287516,42.778671
39816,0006-530,14084,1,2008,Матюшин Л.В.,Родохрозит,,,Румыния,Сэкэрымб,11,10,6,,хорошая,,Разумовский,356,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Образец неправильной воронкообразной формы. Большая часть его сложена плотной глиноподобной породой. На краю образца прослеживается темно-серый прожилок мощномтью от перввых мм до 2-х см, сложенный кварцем, насыщенным рудными минералами. На этом прожилке, слагая край образца, развита натечная корка розоватого родохрозита с бугристой поверхностью.",,24.302788,45.942138
39817,0006-532,14087,1,2008,Матюшин Л.В.,Родохрозит,,,Румыния,Сэкэрымб,12,10,3,,хорошая,,Разумовский,352,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Двухсторонняя щетка с двумя выпуклыми поверхностями. На одной стороне - корка из почковидных светлорозовых образований, на другой - сталактитоподобные образования, залегающие на выклинивающейся чернойполосе оксидов марганца мощностью до 1 см. Эта серная полоса сменяется серой кварцевой (до 1 см) с редкой вкрапленностью сульфидов.",,24.302788,45.942138
39818,0006-545,11494,1,2008,Матюшин Л.В.,Известковый туф (ктипеит),Арагонит,,Чехия,Карловы Вары,9.5,8,3.5,,хорошая,,Разумовский,458-464,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Образец с одним приполированным срезом: известковый туф оолитового строения с размером оолитов 1-7 мм. В крупных оолитах видно зонально-концентрическое строение. Есть трубчатые выделения, одно из которых, 7 мм в диаметре, со сквозным отверстием диаметром 3 мм.",,12.867441,50.230917
39819,0006-544,11400,1,2008,Матюшин Л.В.,Известковый туф,Арагонит,,Чехия,Карловы Вары,9.5,8,2,,хорошая,,Разумовский,0467,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Пластина с одной приполированной поверхностью среза: известковый туф с волнисто-линейным рисунком белого цвета, напоминающим корни растения.",,12.867441,50.230917
39820,0006-547,30237,1,2008,Матюшин Л.В.,Азурит,Малахит,,Румыния,"Банат, Молдова",9,7.5,3,,хорошая,,Разумовский,423,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Образец в форме трапециевидной плитки: на темно-синей подложке плашмя расположены трубообразные  сталактитоподобные плотные синие выделения концентрически-зонального строения, среди которых выделяетсяполоска зеленого малахита. Малахитовые примазки есть и в подложке.",,26.407891,47.336898
39821,0006-0548,38929,1,2008,Матюшин Л.В.,Эритрин,Кварц,,Германия,"Саксония, Шнееберг",11,9,3.5,,хорошая,,Разумовский,?,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Плитка неправильной формы: на кварцевой подложке с кобальтовыми цветами - друзовидное образование из кварцевых перегородок толщиной 1-2 мм и почковидных малиново-красных выделений эритрина. Одна поверхность перегородок - ровная, другая - бугристая за счет развития тонкозернистого кварца. Длина перегородок достигает 5.5 см.",,13.52163,50.9281
39822,0006-546,14148,1,2008,Матюшин Л.В.,Амфибол,,,Германия,"Саксония, Эренфридерсдорф",7,7,5,,хорошая,,Разумовский,347,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Образец в форме бруска: агрегат шестоватого строения преимущественно темно-зеленого цвета, небольшая часть окрашена в красно-бурые тона за сче развития тонкодисперсного гематита?",,12.970056,50.646824
39823,0006-0537,7640,1,2008,Матюшин Л.В.,Тремолит,Халькопирит,,Германия,"Саксония, Эренфридерсдорф",13,10,7,,хорошая,,Разумовский,347,,,Разумовский А.Н.,до 1822,"Молошников,МГРИ,МГУ",1858,Клиновидный обломок: радиально-лучистый агреагт шестоватых кристаллов длиной до 7 см красноватого цвета в агрегате халькопирита с редкими выделениями белого кальцита.,,12.970056,50.646824
39824,0006-0538,8359,1,2008,Матюшин Л.В.,Опал благородный,Конглобрекчия,,Словакия,Червеница,13,11,7,,хорошая,,Разумовский,288-289,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Бесформенный обломок: на коричневатой массивной обломочной породе - тонкая корка площадью 1.5х1.5 см белого благородного опала, которая может осыпаться.",,19.638735,48.672714
39825,0006-0535,451,1,2008,Матюшин Л.В.,Золото,"Кварц, роговик",,Румыния,"Трансильвания, Семигорье, Рошна-Монтанэ",20,14,4,,хорошая,,Разумовский,1-17,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,На обломке измененной породы - тонкокристаллическая кварцевая корка с пленками ожелезнения и редкими листочками и чешуйками золота. В образце выклинивающаяся трещина.,,,
39826,0006-540,14089,1,2008,Матюшин Л.В.,Родохрозит,Кварц,,Румыния,"Семигорье, Сэкэрымб",11,6,4,,хорошая,,Разумовский,357,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Брусок трапециевидной формы - фрагмент кварц-сульфидной жилы, основная часть которой сложена темно-серой слабо полосчатой тонкозернистой кварц-сульфидной массой с редкими щелевидными пустотами с мелкозернистым кварцем. На этой массе - кварцевая полоска шириной 2-5 мм, подстилающая натечную корку бледно-розового родохрозита.",,,
39827,0006-541,16718,1,2008,Матюшин Л.В.,Скуттерудит,,,Германия,"Саксония, Фрайберг",9,9,6,,хорошая,,Разумовский,28-30,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Образец по форме близкий к тетраэдру: кристаллический агрегат оловянного вида с серой , реже радужной, побежалостью. Кристаллы как-будто утоплены в плотную мягкую серо-желтоватую массу.",,13.340799,50.914518
39828,0006-0536,7218,1,2008,Матюшин Л.В.,Диаллаг,,,Германия,Гарц,11,9,5,,хорошая,,Разумовский,349,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Серпентинизированная диаллаговая порода (габбро?) - обломок треугольной формы черного цвета с едва заметным зеленоватым оттенком, в общей массе которого выделяются скопления диаллага  с хорошо выраженной спайностью и стеклянным блеском.",,10.916022,51.812754
39829,0006-539,14088,1,2008,Матюшин Л.В.,Родохрозит,Кварц,,Румыния,"Семиречье, Сэкэрымб",9.5,5,3.5,,хорошая,,Разумовский,353,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Прихотливые натечные образования розоватого родохрозита на кварцевой подложке: кустовидные выделения, форма которых в значительной степенью определяется рельефом кварцевой подложки. Натечные образования частично покрыты тонкой корочкой. Наблюдаются черные марганцевые выделения.",,,
39830,0006-542,28166,1,2008,Матюшин Л.В.,Полевой шпат,Гранит,,Чехия,Карловы Вары,8,7,2.5,,хорошая,,Разумовский,325,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Плитка, приполированная с одной стороны: жила розового мелкозернистого гранита мощностью 2 см в светло-сером полевом шпате. В образце много трещин поперечных и косых, реже - параллельных, по отношениюк гранитной жиле7",,12.867441,50.230917
39831,0006-0543,62983,1,2008,Матюшин Л.В.,Сланец шиферный с отпечатком трилобита,,,,,10.5,9,0.7,,хорошая,,Разумовский,,,,Разумовский А.К.,до 1822,Молошников,1858,Токая черная почти квадратная плитка шиферного сланца с отпечатком трилоьита 7х2 см,,,
40063,0006-0555,1429,1,2009,Матюшин Л.В.,Молибденит,,,Германия,"Саксония, Эренфридерсдорф",9,6,4.5,,хорошая,,,069,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Гнездо крупночешуйчатого молибденита размерм 5х2.5 см в зеленовато-сером кварце, покрытом ржавыми пленками гидроокислов железа. В кварце присутствует точечная вкрапленность молибденита.",,12.970056,50.646824
40064,0006-0584,63026,1,2009,Матюшин Л.В.,Обсидиан,,,Исландия,,6,5.5,2,,хорошая,,,272,,,Разумовский А.К.,до 1822,Молошников,1858,"Четырехугольная пластина с одной полированной поверхностью: серо-чернная стеклянная масса с хорошо выраженной полосчатостью, концентрического вида флюидальностью, как на свежем сколе, так и на срезанной поверхности.",,-18.783719,64.881884
40065,0006-0558,2886,1,2009,Матюшин Л.В.,Халькопирит,,,Россия,"Урал, Турьинский рудн.",9,7,4,,хорошая,,,60-62,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Брусок со слабо вогнутой поверхностью, сложен латунно-желтой массой с пестрой побежалостью с преобладанием синих тонов. - на плотном зеленовато-сером пироксеновом скарне, рассеченном многочисленными рудными прожилками. В целом в образце преобладает рудный материал.",,60.564955,56.975804
40066,0006-0562,5305,1,2009,Руднев В.В.,Кальцит,,,Германия,"Гарц, Андреасберг",13,10,4,,хорошая,,,400-402,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Друза пинакоидально-призматических кристаллов кальцита на мелко- среднезернистой галенитовой руде. Кальцит - короткие (до 1 см) гексагональные призмы в сечении до 2.5 см с пинакоидальными вершинами, полупрозрачный до матового, цвет - от желтовато-серого до бесцветного.",,10.916022,51.812754
40067,0006-563,8990,1,2009,Матюшин Л.В.,Халькотрихит,,,Россия,"Урал, Суходойский рудн.",9,6,3,,хорошая,,,110,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Ромбовидный брусок, сложенный сплошной красно-коричневой землистой массой, участками с лимонитом. Отдельные пятнистые участки ярко-красного цвета сложены тонкоигольчатым халькотрихитом. С двух сторонразвиты пленочные образования малахита. Привязка: один из Турьинских рудников.",,43.643956,52.494135
40068,0006-0574,32573,1,2009,Матюшин Л.В.,Кианит,,,Австрия,"Тироль, Циллерталь, Грейнер",10,9,4,,хорошая,,,344-345,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Агрегат шестоватых синих изогнутых кристаллов в слюдяном сланце, реликты которого видны по краям образца",,11.889625,47.265805
40069,0006-0575,32577,1,2009,Матюшин Л.В.,Кианит,,,Австрия,"Тироль, Циллерталь, Грейнер",15,6,5,,хорошая,,,344-345,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Длиннолистоватые голубые выделения кианита с включениями (4х2 см) белого кварца. В торце образца - реликты слюдистого сланца.,,11.889625,47.265805
40070,0006-0576,32580,1,2009,Матюшин Л.В.,Кианит,,,Австрия,Langenlois,14,9,4,,хорошая,,,346,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Агрегат вытянутых уплощенных изогнутых кристаллов голубоватого кианита с реликтами вмещающего гнейса.,,15.691205,48.472447
40071,0006-0579,33166,1,2009,Матюшин Л.В.,Аксинит,,,Франция,"Дофинэ, Изер Уазан",9,7,5,,хорошая,,,318-323,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Два бесцветных прозрачных кристалла горного хрусталя 3.5х3.5х2.5 и 1.5х1.5х1.5 см выделяются в щетке коричневатых кристаллов аксинита (до 7мм),,6.153819,45.1035
40072,0006-0578,33163,1,2009,Матюшин Л.В.,Аксинит,,,Франция,"Дофинэ, Изер Уазан",16,11,3.5,,хорошая,,,318-323,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Образец в форме плитки с треугольным сечением: на серой мелкозернистой подложке - дузовидные образования аксинита коричневатого цвета с размером индивидов до 1.5 см. Друза занимает часть подложки с белыми прожилковидными образованиями кварца.,,6.153819,45.1035
40073,0006-0577,32951,1,2009,Матюшин Л.В.,Эпидот,,,Россия,"Урал, Екатеринбургские з-ды",10,5,4,,хорошая,,,162,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Сросток крупного (10х3.5х3 см) кристалла кварца с более мелкими. В срастании с кристаллами кварца - шестоватые агрегаты зеленого эпидота.,,55.641218,51.73262
40074,0006-0586,63028,1,2009,Руднев В.В.,Кальцит,,,Австрия,"Каринтия, Хюттенберг",17,4,4,,хорошая,,,456,,,Разумовский А.К.,до 1820,"Молошников,МГРИ,МГУ",1858,"Сталактит бесцветный, неправильной цилиндрической формы, поверхность неровная мелкоступенчатая, образована гранями мелких кристаллов кальцита.",,14.548557,46.939845
40075,0006-571,17468,1,2009,Матюшин Л.В.,Стефанит,,,Германия,"Саксония, Фрайберг",7,6,4.5,,хорошая,,,51-52,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Образец в одном из сечений имеет полуовальную форму. Стефанит в виде черной кавернозной массы с мелкими отдельными игольчатыми кристаллами - в кристаллическом кварце.,,13.340799,50.914518
40076,0006-0582,63024,1,2009,Матюшин Л.В.,Гематит,,,Германия,"Гарц, Цорге",8,5,4,,хорошая,,,103-105,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Фрагмент почковидного агрегата гематита -'красной стеклянной головы' волокнистого строения с участками блестящей поверхности.,,10.916022,51.812754
40077,0006-568,17178,1,2009,Матюшин Л.В.,Эмплектит,,,Германия,"Саксония, Фрайберг",9,6,4.5,,хорошая,,,?,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Фрагмент жилы сливного и гребенчатого белого кварца, в пустотах которой включения рудных минералов. Поверхность образца неровная с уступами до 2-х см высотой. На краю образца на площади 4х2 см - стально-серый мелкозернистый агрегат эмплектита? игольчатого и листоватого строения. В кварце - крупные (до 5 мм) включения халькопирита. Есть так же мелкие и крупные выделенния минералов красного и коричневатого цветов.",,13.340799,50.914518
40078,0006-569,17465,1,2009,Матюшин Л.В.,Стефанит,,,Словакия,Банска-Штьявница,10,8,3,,хорошая,,,?,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,Плитка трапециевидной формы - на зеленоваой слабо измененнной зеленоватой породе - мелкозернистая черная корка с мелкими кристаллами кварца. На эту корку неравномерно нарастают светло-серые почковидные образования кальцита.,,19.638735,48.672714
40079,0006-0560,4866,1,2009,Матюшин Л.В.,Хризопраз,,,Польша,"Силезия, Шкляры? (Schreibersdorf)",11,7.5,3.5,,хорошая,,,201-204,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Образец с элипсовидным сечением. Поверхность одной из сторон - почти ровная. На этой стороне на зеленом фоне заметна трещина с ожелезнением. Противоположная сторона образца имеет выпуклую и бугристуюповерхность, покрытую рыжей пленкой.",,,
40080,0006-570,17467,1,2009,Матюшин Л.В.,Стефанит,,,Германия,"Саксония, Фрайберг",5,3,3,,хорошая,,,51-52,,,Разумовский А.К.,до 1822,"Молошников,МГРИ,МГУ",1858,"Серый гроздьевидный агрегат из почковидных образований стефанита, покрытый местами белесыми пленками.",,13.340799,50.914518
